ROI,Area,Mean,Min,Max,MinThr,MaxThr
0040-0065-0891,231.997,16476.545,4704,25904,0,65535
0040-0066-0897,232.634,29699.825,2656,55216,0,65535
0040-0067-0903,216.714,11472.69,2000,21760,0,65535
0040-0068-0911,288.457,25355.738,5472,37584,0,65535
0040-0069-0922,211.408,9730.474,1536,20208,0,65535
0040-0070-0933,341.097,16645.396,6256,22608,0,65535
0040-0071-0958,347.04,17081.649,6640,27824,0,65535
0040-0072-0961,337.276,10210.054,1856,16736,0,65535
0040-0073-0963,295.886,9163.776,5104,15088,0,65535
0040-0074-1000,277.632,18677.896,8192,26880,0,65535
0040-0075-1007,284.212,19810.736,3056,29312,0,65535
0040-0076-1017,277.844,11326.509,6096,17392,0,65535
0041-0001-0025,147.094,16289.824,2208,27888,0,65535
0041-0002-0048,241.973,18979.972,6624,38304,0,65535
0041-0003-0093,173.414,36394.673,4848,65520,0,65535
0041-0004-0125,129.689,40663.28,2800,65520,0,65535
0041-0005-0158,167.046,16811.405,2464,37376,0,65535
0041-0006-0181,271.052,14529.027,5488,29296,0,65535
0041-0007-0267,535.737,16088.964,7600,24304,0,65535
0041-0008-0270,306.499,18391.945,10304,24832,0,65535
0041-0009-0276,327.937,16675.293,3680,32512,0,65535
0041-0010-0286,255.133,33738.689,4048,65520,0,65535
0041-0011-0298,265.109,15260.247,2112,23936,0,65535
0041-0012-0312,249.827,24486.049,2272,38448,0,65535
0041-0013-0314,157.282,37137.274,2512,65520,0,65535
0041-0014-0345,161.952,32068.676,5024,58160,0,65535
0041-0015-0369,193.578,22802.439,8096,44064,0,65535
0041-0016-0380,215.865,13731.241,1664,24672,0,65535
0041-0017-0384,162.377,14601.725,4896,26576,0,65535
0041-0018-0416,216.502,19676.157,3376,44512,0,65535
0041-0019-0420,198.885,12424.299,3024,21200,0,65535
0041-0020-0440,248.765,15120.096,3296,21664,0,65535
0041-0021-0457,165.561,29558.195,3856,61104,0,65535
0041-0022-0526,253.223,16224.107,2752,26992,0,65535
0041-0023-0548,420.906,13059.599,4400,22688,0,65535
0041-0024-0563,147.306,10779.159,4272,18320,0,65535
0041-0025-0582,336.003,11559.621,3088,19936,0,65535
0041-0026-0588,114.194,10804.877,3552,17152,0,65535
0041-0027-0605,210.984,19693.022,10352,30096,0,65535
0041-0028-0597,129.265,12660.808,2704,23920,0,65535
0041-0029-0613,238.152,53614.417,15344,65520,0,65535
0041-0030-0644,158.344,25711.013,4608,39616,0,65535
0041-0031-0670,115.043,17982.996,1344,60528,0,65535
0041-0032-0690,200.795,19023.848,8144,32064,0,65535
0041-0033-0712,146.245,12429.631,1776,25648,0,65535
0041-0034-0721,260.439,31235.782,10368,42352,0,65535
0041-0035-0729,206.951,18890.535,7296,31632,0,65535
0041-0036-0761,313.079,13177.969,5552,26368,0,65535
0041-0037-0857,332.395,20004.107,8224,26528,0,65535
0041-0038-0868,238.152,17040.385,5232,40080,0,65535
0041-0039-0935,476.305,15114.481,1648,23792,0,65535
0041-0040-1006,154.735,21425.822,3152,33568,0,65535
0042-0001-0016,115.043,10590.642,1040,18272,0,65535
0042-0002-0031,292.278,10848.395,3056,15968,0,65535
0042-0003-0038,262.35,9888.867,3120,14000,0,65535
0042-0004-0049,291.217,15799.067,6096,30048,0,65535
0042-0005-0082,222.658,10805.735,5376,14256,0,65535
0042-0006-0105,325.178,15692.564,2176,24432,0,65535
0042-0007-0097,193.366,9139.196,3696,14672,0,65535
0042-0008-0102,211.833,9630.092,2400,14992,0,65535
0042-0009-0107,300.981,9806.319,4176,14448,0,65535
0042-0010-0118,183.815,11880.813,2816,17824,0,65535
0042-0011-0137,289.519,17897.114,11584,24352,0,65535
0042-0012-0148,259.378,14770.985,8448,21856,0,65535
0042-0013-0159,233.483,10308.291,6000,13312,0,65535
0042-0014-0176,504.96,17096.138,6080,24592,0,65535
0042-0015-0167,258.954,16074.164,8416,21504,0,65535
0042-0016-0182,436.401,12125.479,6768,17440,0,65535
0042-0017-0226,498.38,12768.286,6992,17872,0,65535
0042-0018-0243,270.628,17028.493,9552,23040,0,65535
0042-0019-0248,293.764,12586.439,5840,18992,0,65535
0042-0020-0256,350.012,11650.979,3056,15824,0,65535
0042-0021-0279,260.652,9057.068,5504,12720,0,65535
0042-0022-0291,260.227,9074.949,2480,14400,0,65535
0042-0023-0296,324.966,13450.064,3648,22288,0,65535
0042-0024-0296,228.389,10306.9,4640,15760,0,65535
0042-0025-0323,252.586,10894.158,2160,20400,0,65535
0042-0026-0330,294.825,11892.85,4976,19696,0,65535
0042-0027-0329,254.496,11034.409,5536,16208,0,65535
0042-0028-0359,270.415,11878.493,6656,19088,0,65535
0042-0029-0367,396.072,14538.701,8416,21376,0,65535
0042-0030-0377,369.115,14327.802,9280,20048,0,65535
0042-0031-0373,311.169,13077.468,6288,18064,0,65535
0042-0032-0383,185.3,17344.513,3952,28000,0,65535
0042-0033-0408,338.975,10118.853,2720,19984,0,65535
0042-0034-0414,324.117,13078.957,5520,18576,0,65535
0042-0035-0414,272.963,13278.432,3904,19408,0,65535
0042-0036-0423,279.33,17885.167,5216,29600,0,65535
0042-0037-0441,239.214,13696.582,7920,17280,0,65535
0042-0038-0450,368.691,12194.174,7136,20160,0,65535
0042-0039-0457,289.306,13619.404,7376,18896,0,65535
0042-0040-0470,249.827,12882.76,5392,21136,0,65535
0042-0041-0475,331.121,14409.733,5664,21680,0,65535
0042-0042-0481,226.478,11758.545,7440,16320,0,65535
0042-0043-0497,381.638,14846.078,5008,25536,0,65535
0042-0044-0495,398.831,11552.349,6448,16976,0,65535
0042-0045-0504,539.345,16616.06,9872,24736,0,65535
0042-0046-0504,364.658,16913.704,10928,23280,0,65535
0042-0047-0510,255.557,11489.316,8944,15264,0,65535
0042-0048-0512,219.049,14660.465,6880,22928,0,65535
0042-0049-0531,505.384,11792.948,8608,22000,0,65535
0042-0050-0531,289.943,12883.947,6928,23040,0,65535
0042-0051-0540,319.659,14338.9,6688,20784,0,65535
0042-0052-0537,252.161,21439.744,13856,29344,0,65535
0042-0053-0560,264.26,13762.827,8944,17280,0,65535
0042-0054-0566,322.631,23232.905,14144,33152,0,65535
0042-0055-0576,278.269,10931.137,4784,17168,0,65535
0042-0056-0581,209.71,9901.069,5360,16368,0,65535
0042-0057-0595,223.082,7969.553,5200,14160,0,65535
0042-0058-0606,446.801,11642.208,6144,16864,0,65535
0042-0059-0625,583.495,8844.665,4528,24560,0,65535
0042-0060-0612,268.505,12355.036,7184,16656,0,65535
0042-0061-0620,321.357,13967.524,6288,20112,0,65535
0042-0062-0620,288.245,16568.353,6528,31744,0,65535
0042-0063-0646,160.042,13547.438,10128,17408,0,65535
0042-0064-0676,227.752,11648.268,5648,17664,0,65535
0042-0065-0685,260.864,11273.269,6416,15936,0,65535
0042-0066-0689,258.317,12298.728,8048,18400,0,65535
0042-0067-0694,304.589,10743.805,4640,17808,0,65535
0042-0068-0688,251.312,11554.676,4272,19152,0,65535
0042-0069-0710,293.552,13227.291,8240,18576,0,65535
0042-0070-0758,615.758,12471.357,5824,18704,0,65535
0042-0071-0760,245.581,11425.258,1728,18752,0,65535
0042-0072-0768,319.871,14094.238,6752,21280,0,65535
0042-0073-0799,328.362,14283.553,6832,23168,0,65535
0042-0074-0817,368.266,12471.175,2192,21424,0,65535
0042-0075-0836,357.229,12509.195,1024,26016,0,65535
0042-0076-0830,192.729,19254.696,4496,28784,0,65535
0042-0077-0845,289.306,11882.189,2304,20096,0,65535
0042-0078-0861,390.341,12569.657,3520,18848,0,65535
0042-0079-0904,355.106,9607.641,5328,18496,0,65535
0042-0080-0909,452.108,11256.068,6672,19872,0,65535
0042-0081-0915,271.689,21500.562,8720,31600,0,65535
0042-0082-0960,373.572,10583.6,5776,15776,0,65535
0042-0083-0960,231.572,11989.06,3616,17072,0,65535
0042-0084-0964,279.118,9200.669,4912,14816,0,65535
0042-0085-0976,361.898,15180.237,7456,24368,0,65535
0042-0086-0975,230.723,9337.406,3888,15200,0,65535
0042-0087-0995,435.127,10343.703,3248,16784,0,65535
0042-0088-0996,261.713,9879.332,2848,15696,0,65535
0042-0089-1004,322.843,11572.481,6176,20176,0,65535
0042-0090-1018,254.496,9870.545,4496,15776,0,65535
0042-0091-1014,208.012,20259.51,2624,37952,0,65535
0042-0092-1020,259.59,11941.953,8368,15440,0,65535
0042-0093-1030,106.765,14799.173,10560,19664,0,65535
0043-0001-0016,224.143,11676.197,4512,18288,0,65535
0043-0002-0025,363.809,13957.685,9632,20928,0,65535
0043-0003-0034,267.232,9875.876,5392,15520,0,65535
0043-0004-0053,286.547,9297.636,5408,13056,0,65535
0043-0005-0089,109.737,17070.731,4960,27024,0,65535
0043-0006-0111,264.685,10092.035,4928,16608,0,65535
0043-0007-0129,134.359,15050.338,5344,24128,0,65535
0043-0008-0143,495.408,12359.726,6272,21136,0,65535
0043-0009-0145,328.998,15298.581,7120,23632,0,65535
0043-0010-0164,347.465,14360.992,7584,24240,0,65535
0043-0011-0162,196.126,17054.649,10160,24080,0,65535
0043-0012-0222,1153.617,16698.633,8480,33120,0,65535
0043-0013-0231,1131.118,16652.043,7184,22992,0,65535
0043-0014-0215,326.027,11909.479,5728,19104,0,65535
0043-0015-0228,366.78,12959.667,7184,18304,0,65535
0043-0016-0235,549.746,13486.252,7280,20288,0,65535
0043-0017-0281,363.809,17955.51,11520,24000,0,65535
0043-0018-0287,205.465,16457.636,5424,24688,0,65535
0043-0019-0299,209.922,15474.734,9712,25904,0,65535
0043-0020-0308,279.755,15144.364,6544,21840,0,65535
0043-0021-0338,582.009,13793.167,7088,20176,0,65535
0043-0022-0334,300.344,15485.512,11488,21312,0,65535
0043-0023-0337,197.187,14662.493,1504,23728,0,65535
0043-0024-0359,492.224,13793.435,2560,20592,0,65535
0043-0025-0407,636.134,12147.096,4432,18784,0,65535
0043-0026-0387,147.943,14097.194,8480,18496,0,65535
0043-0027-0395,224.568,12366.987,6208,19328,0,65535
0043-0028-0391,183.602,17508.92,2064,25392,0,65535
0043-0029-0403,318.598,12434.612,3072,21104,0,65535
0043-0030-0408,305.226,13176.768,7104,17584,0,65535
0043-0031-0430,236.03,11824.504,3664,18560,0,65535
0043-0032-0431,222.87,17085.973,5936,28528,0,65535
0043-0033-0436,222.233,16725.211,7280,25104,0,65535
0043-0034-0445,176.81,20160.634,3008,32352,0,65535
0043-0035-0449,284.849,13865.681,6224,22624,0,65535
0043-0036-0471,282.726,12352.264,8000,19680,0,65535
0043-0037-0485,366.78,14475.713,4208,22848,0,65535
0043-0038-0509,378.879,16580.769,9856,24448,0,65535
0043-0039-0494,251.1,11846.587,4048,19376,0,65535
0043-0040-0500,324.117,11132.396,4688,17616,0,65535
0043-0041-0514,303.528,12311.519,4512,18768,0,65535
0043-0042-0531,249.614,13625.17,6400,20448,0,65535
0043-0043-0534,196.126,10412.571,1408,21760,0,65535
0043-0044-0548,215.229,16096.047,3328,24080,0,65535
0043-0045-0555,266.807,11600.038,5072,18320,0,65535
0043-0046-0582,403.501,14792.518,7200,22992,0,65535
0043-0047-0604,427.061,19585.614,9776,25968,0,65535
0043-0048-0620,299.282,11783.342,5280,17440,0,65535
0043-0049-0653,690.684,13700.071,6080,23344,0,65535
0043-0050-0646,283.151,14428.69,7952,20752,0,65535
0043-0051-0651,411.354,13718.423,4032,26496,0,65535
0043-0052-0690,340.036,15386.447,8288,21840,0,65535
0043-0053-0693,306.711,13543.862,2480,22560,0,65535
0043-0054-0700,217.776,10486.971,2464,19536,0,65535
0043-0055-0716,434.702,12056.727,5808,18944,0,65535
0043-0056-0726,273.599,10594.818,4528,17808,0,65535
0043-0057-0734,521.303,15905.818,8240,23248,0,65535
0043-0058-0723,242.398,12177.121,6208,17488,0,65535
0043-0059-0753,234.12,10779.184,5632,17488,0,65535
0043-0060-0769,314.989,14781.714,8192,21072,0,65535
0043-0061-0790,341.522,15067.316,3808,23632,0,65535
0043-0062-0786,415.387,17455.975,4464,23872,0,65535
0043-0063-0784,267.232,13898.955,5344,23104,0,65535
0043-0064-0835,269.779,15836.727,3840,23184,0,65535
0043-0065-0849,230.511,18575.558,2528,27888,0,65535
0043-0066-0852,262.137,13594.183,4768,21424,0,65535
0043-0067-0884,291.217,15574.601,2592,25360,0,65535
0043-0068-0937,394.374,15545.869,2544,23792,0,65535
0043-0069-0935,196.126,19404.866,2432,30272,0,65535
0043-0070-0975,196.975,17882.914,1712,28656,0,65535
0043-0071-1022,188.06,25264.957,8960,34432,0,65535
0044-0001-0023,248.765,23153.256,2048,40224,0,65535
0044-0002-0014,121.623,14697.969,11712,18256,0,65535
0044-0003-0029,263.836,9576.637,6336,14896,0,65535
0044-0004-0036,384.61,18847.832,9024,27760,0,65535
0044-0005-0071,208.649,11649.953,2080,19792,0,65535
0044-0006-0079,324.329,9174.649,3824,15168,0,65535
0044-0007-0077,162.164,16073.948,3616,27360,0,65535
0044-0008-0098,222.87,10709.318,7136,14944,0,65535
0044-0009-0143,166.197,18425.011,2128,28960,0,65535
0044-0010-0156,252.586,14262.575,5920,23344,0,65535
0044-0011-0170,403.288,11328.429,5776,20560,0,65535
0044-0012-0206,382.699,13509.821,9888,18144,0,65535
0044-0013-0198,230.511,16442.284,6256,24912,0,65535
0044-0014-0200,177.659,19448.908,1520,32640,0,65535
0044-0015-0218,300.131,14939.632,4384,29632,0,65535
0044-0016-0260,334.093,11553.748,2720,19664,0,65535
0044-0017-0260,230.299,23809.268,4320,32480,0,65535
0044-0018-0297,151.764,21166.702,14720,30112,0,65535
0044-0019-0300,192.729,11307.965,5792,15984,0,65535
0044-0020-0316,194.427,13457.52,2048,22720,0,65535
0044-0021-0328,392.463,15483.085,8032,23312,0,65535
0044-0022-0338,316.263,12852.574,7696,22528,0,65535
0044-0023-0349,230.299,22677.884,2048,35408,0,65535
0044-0024-0363,267.019,13317.266,7824,19808,0,65535
0044-0025-0377,340.248,24679.286,8800,37216,0,65535
0044-0026-0389,478.852,17219.44,10992,24160,0,65535
0044-0027-0384,285.486,20560.928,4672,30688,0,65535
0044-0028-0387,314.14,14244.843,6544,21760,0,65535
0044-0029-0396,394.798,13173.944,4608,19584,0,65535
0044-0030-0427,390.128,13828.109,7408,23280,0,65535
0044-0031-0442,258.529,19714.68,9920,29168,0,65535
0044-0032-0451,349.375,15871.825,8544,23328,0,65535
0044-0033-0452,242.822,16033.259,1520,25440,0,65535
0044-0034-0465,274.236,13102.043,3856,22320,0,65535
0044-0035-0473,487.554,14605.889,7520,22592,0,65535
0044-0036-0497,282.302,13215.531,3680,19536,0,65535
0044-0037-0506,360.625,15297.808,6192,34496,0,65535
0044-0038-0541,510.054,19641.701,10752,29216,0,65535
0044-0039-0553,458.475,15871.156,3184,23936,0,65535
0044-0040-0568,271.689,24261.525,13616,33520,0,65535
0044-0041-0573,217.139,17075.019,4240,24736,0,65535
0044-0042-0602,270.84,21385.63,6912,31008,0,65535
0044-0043-0625,553.354,12692.161,7088,19008,0,65535
0044-0044-0665,541.68,14897.141,5104,23216,0,65535
0044-0045-0666,227.327,15009.135,1744,26736,0,65535
0044-0046-0682,346.191,11280.334,5296,17504,0,65535
0044-0047-0708,110.586,22145.689,2256,38688,0,65535
0044-0048-0726,470.574,12907.648,3696,21744,0,65535
0044-0049-0734,515.785,14480.948,6240,21680,0,65535
0044-0050-0736,429.821,13694.586,7584,22112,0,65535
0044-0051-0734,292.915,13599.235,8624,21264,0,65535
0044-0052-0733,119.713,25824.17,2752,40304,0,65535
0044-0053-0748,233.907,11167.26,2480,18368,0,65535
0044-0054-0774,155.584,16069.413,1760,27440,0,65535
0044-0055-0782,307.136,13499.511,3360,28224,0,65535
0044-0056-0802,331.758,11199.57,4544,20624,0,65535
0044-0057-0805,325.39,21144.381,10176,33968,0,65535
0044-0058-0817,198.46,17034.507,2624,31504,0,65535
0044-0059-0817,350.861,17379.407,9728,26304,0,65535
0044-0060-0841,534.463,16869.414,3504,25648,0,65535
0044-0061-0837,276.146,12083.677,3808,24496,0,65535
0044-0062-0859,191.456,20461.073,11872,29408,0,65535
0044-0063-0874,269.779,12270.817,5296,17456,0,65535
0044-0064-0882,258.954,16601.259,1152,33856,0,65535
0044-0065-0909,310.744,10098.35,3280,19216,0,65535
0044-0066-0923,380.152,14464.965,6800,23280,0,65535
0044-0067-0933,418.995,10540.871,3760,16704,0,65535
0044-0068-0967,335.366,11115.332,1872,39392,0,65535
0044-0069-0972,244.945,13597.296,8880,18800,0,65535
0044-0070-0967,165.773,14998.535,1488,28592,0,65535
0044-0071-0990,286.972,12321.763,5600,18128,0,65535
0044-0072-1017,489.253,18165.137,10288,26144,0,65535
0044-0073-1021,253.01,13297.651,7632,21744,0,65535
0044-0074-1023,210.347,11568.936,6768,17888,0,65535
0044-0075-1025,291.217,19371.009,8064,28752,0,65535
0044-0076-1026,238.789,12661.22,7968,17920,0,65535
0044-0077-1029,149.641,11418.576,7840,17248,0,65535
0044-0078-1030,164.711,15298.701,1488,25312,0,65535
0045-0001-0014,203.13,10916.966,3248,16560,0,65535
0045-0002-0028,229.874,8727.431,1968,22240,0,65535
0045-0003-0008,104.43,9566.829,4816,17568,0,65535
0045-0004-0011,122.048,8660.703,6576,12416,0,65535
0045-0005-0044,285.061,15329.692,4144,29728,0,65535
0045-0006-0075,146.457,4144.186,784,13664,0,65535
0045-0007-0089,131.387,12283.063,2864,22112,0,65535
0045-0008-0127,208.649,10740.606,1648,24192,0,65535
0045-0009-0116,263.411,18278.872,10256,26848,0,65535
0045-0010-0126,368.478,14416.009,5072,24608,0,65535
0045-0011-0137,176.81,10395.179,1680,18816,0,65535
0045-0012-0166,322.418,14279.489,6560,18672,0,65535
0045-0013-0243,381.85,9010.89,1536,18880,0,65535
0045-0014-0238,112.072,9083.727,3280,15808,0,65535
0045-0015-0277,384.61,13342.04,2880,21712,0,65535
0045-0016-0295,250.888,33419.032,14000,65520,0,65535
0045-0017-0301,293.552,16784.046,5648,25424,0,65535
0045-0018-0323,540.194,15630.202,9312,29520,0,65535
0045-0019-0311,103.794,13343.444,9856,17120,0,65535
0045-0020-0362,188.697,15302.317,8672,22208,0,65535
0045-0021-0414,127.566,10972.486,6064,16368,0,65535
0045-0022-0435,597.928,14344.082,6864,20480,0,65535
0045-0023-0439,118.864,12978.771,6752,19504,0,65535
0045-0024-0470,174.475,14018.861,4864,24560,0,65535
0045-0025-0480,736.744,16196.67,7088,22752,0,65535
0045-0026-0459,120.137,15024.113,8864,20704,0,65535
0045-0027-0476,445.952,13990.534,7824,18816,0,65535
0045-0028-0471,169.169,13558.605,4624,33040,0,65535
0045-0029-0505,309.259,16554.784,7872,26832,0,65535
0045-0030-0507,182.541,15483.405,4944,26560,0,65535
0045-0031-0525,293.552,21009.874,10320,29200,0,65535
0045-0032-0576,295.037,20745.278,11248,30512,0,65535
0045-0033-0622,223.082,20843.372,10304,30416,0,65535
0045-0034-0652,511.752,13938.495,5936,23952,0,65535
0045-0035-0644,280.392,21507.319,13728,28336,0,65535
0045-0036-0696,187.211,19503.964,2768,33488,0,65535
0045-0037-0704,267.232,21724.721,4928,32048,0,65535
0045-0038-0719,260.864,15255.603,5408,26608,0,65535
0045-0039-0721,201.007,17326.395,6784,26672,0,65535
0045-0040-0762,210.347,15379.213,3600,24784,0,65535
0045-0041-0853,178.084,20007.361,1776,33920,0,65535
0045-0042-0864,198.46,16256.804,1840,26432,0,65535
0045-0043-0892,274.661,20280.569,2736,32208,0,65535
0045-0044-0902,536.374,18805.534,5392,26960,0,65535
0046-0001-0026,260.015,17289.13,9072,26240,0,65535
0046-0002-0032,155.372,29009.749,2592,44768,0,65535
0046-0003-0041,162.589,22697.462,4560,39584,0,65535
0046-0004-0067,244.732,15422.709,2000,25648,0,65535
0046-0005-0090,244.732,17512.173,5520,24240,0,65535
0046-0006-0099,168.957,37009.829,13344,59760,0,65535
0046-0007-0117,255.77,34443.047,2912,63536,0,65535
0046-0008-0126,184.876,23754.691,10496,35312,0,65535
0046-0009-0132,220.535,14322.202,6272,25472,0,65535
0046-0010-0151,287.821,24461.652,6624,41728,0,65535
0046-0011-0172,285.273,24467.56,8752,36480,0,65535
0046-0012-0196,225.842,20850.617,6272,32000,0,65535
0046-0013-0245,273.387,16068.05,3408,24928,0,65535
0046-0014-0250,257.892,12564.741,5696,23104,0,65535
0046-0015-0261,237.728,24931.743,13584,41424,0,65535
0046-0016-0305,271.901,19784.643,2656,43088,0,65535
0046-0017-0308,191.031,14323.324,1440,25904,0,65535
0046-0018-0321,280.179,18522.618,5504,25440,0,65535
0046-0019-0325,239.85,14517.083,6656,24560,0,65535
0046-0020-0348,237.94,16856.507,4896,33152,0,65535
0046-0021-0351,255.77,20745.56,3024,30464,0,65535
0046-0022-0354,140.302,42653.458,10192,61104,0,65535
0046-0023-0371,279.118,22055.288,1680,36352,0,65535
0046-0024-0376,237.728,21193.171,10896,40528,0,65535
0046-0025-0380,230.936,28640.088,2448,50224,0,65535
0046-0026-0387,197.611,18655.038,8816,26080,0,65535
0046-0027-0396,247.916,45266.37,4992,65520,0,65535
0046-0028-0414,261.288,21585.846,13936,28800,0,65535
0046-0029-0425,332.819,22109.071,7536,30144,0,65535
0046-0030-0464,251.737,18215.11,4368,29312,0,65535
0046-0031-0465,286.335,17068.216,7616,23328,0,65535
0046-0032-0483,314.777,19167.633,6544,29872,0,65535
0046-0033-0487,262.137,22039.838,3040,39856,0,65535
0046-0034-0498,310.532,15767.568,7328,20880,0,65535
0046-0035-0555,226.478,20869.683,3344,36960,0,65535
0046-0036-0574,391.19,26764.388,2352,51344,0,65535
0046-0037-0564,215.865,24269.121,3392,40496,0,65535
0046-0038-0576,340.673,16185.969,7136,23408,0,65535
0046-0039-0584,330.909,21692.059,9776,28080,0,65535
0046-0040-0635,362.535,50483.241,11568,65520,0,65535
0046-0041-0655,438.523,43039.961,3328,65520,0,65535
0046-0042-0683,258.741,40343.639,11632,52928,0,65535
0046-0043-0750,230.299,23477.294,1520,43072,0,65535
0046-0044-0749,325.39,17756.076,5728,32688,0,65535
0046-0045-0909,253.01,13726.148,1808,25200,0,65535
0046-0046-0951,243.247,27056.517,4608,49536,0,65535
0047-0001-0011,118.439,25913.806,11072,34400,0,65535
0047-0002-0037,349.587,12905.384,6928,25696,0,65535
0047-0003-0056,386.52,9859.233,2224,13616,0,65535
0047-0004-0051,220.96,9235.627,3776,15392,0,65535
0047-0005-0062,244.096,13977.35,2672,22688,0,65535
0047-0006-0065,320.084,18068.393,9968,27216,0,65535
0047-0007-0063,267.232,10964.346,1920,16144,0,65535
0047-0008-0094,565.877,16069.413,4032,27248,0,65535
0047-0009-0127,459.112,12396.472,2400,26304,0,65535
0047-0010-0134,209.922,12211.915,5312,18912,0,65535
0047-0011-0143,379.728,15972.982,6608,24896,0,65535
0047-0012-0148,245.157,13931.775,2960,22192,0,65535
0047-0013-0151,220.323,13336.247,7232,17232,0,65535
0047-0014-0211,417.934,13715.34,5264,19856,0,65535
0047-0015-0204,184.451,18714.955,8128,30560,0,65535
0047-0016-0244,247.279,11327.739,5264,18720,0,65535
0047-0017-0248,251.312,12892.054,5136,18720,0,65535
0047-0018-0252,295.674,15800.66,4992,33808,0,65535
0047-0019-0251,253.859,13155.425,6352,21776,0,65535
0047-0020-0282,168.32,16336.363,7408,21792,0,65535
0047-0021-0289,233.907,22067.935,8640,31888,0,65535
0047-0022-0286,145.396,17696.911,6080,25936,0,65535
0047-0023-0300,231.997,12385.771,2960,22080,0,65535
0047-0024-0303,282.726,12657.309,1248,31168,0,65535
0047-0025-0311,288.245,23972.524,5744,33968,0,65535
0047-0026-0313,222.658,13474.09,6656,23840,0,65535
0047-0027-0335,250.888,11670.904,5488,17584,0,65535
0047-0028-0391,183.602,28460.005,6528,46512,0,65535
0047-0029-0402,324.966,13345.181,7904,18928,0,65535
0047-0030-0432,722.098,2323.612,608,4352,0,65535
0047-0031-0441,427.061,17745.161,6672,26224,0,65535
0047-0032-0480,394.374,18963.479,8768,31088,0,65535
0047-0033-0498,271.265,20257.377,6976,33824,0,65535
0047-0034-0534,125.232,21460.529,4560,50592,0,65535
0047-0035-0541,176.173,24697.446,2800,43008,0,65535
0047-0036-0563,159.83,28600.393,15296,37392,0,65535
0047-0037-0592,277.42,13800.202,1200,23280,0,65535
0047-0038-0591,198.248,27823.914,8560,38544,0,65535
0047-0039-0594,141.151,27377.949,17200,39216,0,65535
0047-0040-0635,144.335,15993.012,2016,27952,0,65535
0047-0041-0688,517.058,18654.213,5152,47680,0,65535
0047-0042-0677,169.593,31824.3,3968,49008,0,65535
0047-0043-0699,193.154,23893.187,2272,44000,0,65535
0047-0044-0721,440.858,15387.601,4432,30896,0,65535
0047-0045-0770,195.064,17903.826,11648,21808,0,65535
0047-0046-0774,189.121,18568.691,7952,28784,0,65535
0047-0047-0798,504.323,3539.623,1040,12176,0,65535
0047-0048-0797,304.589,10480.981,5696,17232,0,65535
0047-0049-0818,341.734,13642.703,4976,29184,0,65535
0047-0050-0818,268.717,22243.058,1472,45936,0,65535
0047-0051-0822,174.263,19910.158,1808,37968,0,65535
0047-0052-0827,246.643,18782.554,4720,28768,0,65535
0047-0053-0860,177.235,25560.872,2528,40160,0,65535
0047-0054-0869,262.562,9353.856,4400,14528,0,65535
0047-0055-0884,283.788,9889.005,5584,15312,0,65535
0047-0056-0913,787.898,19730.276,8656,27648,0,65535
0047-0057-0952,235.818,9763.96,2352,14544,0,65535
0047-0058-0970,491.375,9889.071,4944,17600,0,65535
0047-0059-0973,357.229,19205.21,1264,44448,0,65535
0048-0001-0051,363.384,15090.822,7424,25104,0,65535
0048-0002-0179,313.504,20659.163,1376,38544,0,65535
0048-0003-0189,188.697,14305.224,2208,23776,0,65535
0048-0004-0202,187.847,10105.962,3536,20048,0,65535
0048-0005-0208,230.723,22022.594,4704,40320,0,65535
0048-0006-0226,264.048,18810.457,9472,29792,0,65535
0048-0007-0230,116.529,13066.842,1472,40096,0,65535
0048-0008-0239,185.3,23285.608,14496,31968,0,65535
0048-0009-0240,223.082,25141.694,10464,37152,0,65535
0048-0010-0243,117.803,31396.584,11120,47152,0,65535
0048-0011-0263,110.161,22772.933,5024,51616,0,65535
0048-0012-0268,171.079,26154.422,10352,37376,0,65535
0048-0013-0276,223.507,27290.636,6336,54336,0,65535
0048-0014-0300,228.176,18457.362,2480,45744,0,65535
0048-0015-0317,563.542,10659.423,1200,20320,0,65535
0048-0016-0310,237.091,16738.435,2480,25904,0,65535
0048-0017-0321,147.306,18682.421,2224,33264,0,65535
0048-0018-0340,370.813,8261.898,944,19536,0,65535
0048-0019-0341,244.308,23697.293,6048,37744,0,65535
0048-0020-0415,537.647,14144.651,2240,23376,0,65535
0048-0021-0778,202.918,19491.364,1424,35568,0,65535
0048-0022-0802,226.478,20061.481,2400,33520,0,65535
0048-0023-0888,181.48,23863.298,7024,43792,0,65535
0048-0024-1015,404.137,24043.269,8368,39232,0,65535
0049-0001-0175,327.937,10896.093,2736,23840,0,65535
0049-0002-0174,170.867,25954.405,1872,52992,0,65535
0049-0003-0189,340.885,23026.431,2736,43280,0,65535
0049-0004-0282,292.066,9725.244,3056,15008,0,65535
0049-0005-0344,634.012,13232.562,2432,20912,0,65535
0049-0006-0333,252.374,11819.842,1968,21488,0,65535
0049-0007-0344,176.173,11910.092,1552,31536,0,65535
0049-0008-0349,226.903,17882.178,7392,31280,0,65535
0049-0009-0379,120.35,26210.257,3104,45936,0,65535
0049-0010-0396,483.734,31180.925,11840,45696,0,65535
0049-0011-0406,404.774,21067.31,11696,38032,0,65535
0049-0012-0436,297.797,8883.535,2320,15456,0,65535
0049-0013-0465,340.248,8448.759,4256,12512,0,65535
0049-0014-0476,494.771,12035.061,5808,16640,0,65535
